System Name,System Faction,Planet Name,Planet Type,Planet Archetype,Planet Faction,Resource Count
005-MUD-CORE-03,MUD,005-MUD-CORE-03-P6,MUD System Asteroid Belt,Asteroid Belt,MUD,14
005-MUD-SEC-03,MUD,005-MUD-SEC-03-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
005-MUD-SEC-03,MUD,005-MUD-SEC-03-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
016-ONI-SEC-10,ONI,016-ONI-SEC-10-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
016-ONI-SEC-10,ONI,016-ONI-SEC-10-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-CORE-01,ONI,011-ONI-CORE-01-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-CORE-01,ONI,011-ONI-CORE-01-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-CORE-01,ONI,011-ONI-CORE-01-P3,ONI Ice Giant,Ice Giant,ONI,15
011-ONI-CORE-01,ONI,011-ONI-CORE-01-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
011-ONI-CORE-01,ONI,011-ONI-CORE-01-P5,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-CORE-02,ONI,011-ONI-CORE-02-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-CORE-02,ONI,011-ONI-CORE-02-P2,ONI Ice Giant,Ice Giant,ONI,15
011-ONI-CORE-02,ONI,011-ONI-CORE-02-P3,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-CORE-02,ONI,011-ONI-CORE-02-P4,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-CORE-02,ONI,011-ONI-CORE-02-P5,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-SEC-01,ONI,011-ONI-SEC-01-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-01,ONI,011-ONI-SEC-01-P2,ONI Dark Planet,Dark Planet,ONI,17
011-ONI-SEC-02,ONI,011-ONI-SEC-02-P1,ONI Ice Giant,Ice Giant,ONI,15
011-ONI-SEC-02,ONI,011-ONI-SEC-02-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-SEC-03,ONI,011-ONI-SEC-03-P1,ONI Dark Planet,Dark Planet,ONI,17
011-ONI-SEC-03,ONI,011-ONI-SEC-03-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-SEC-03,ONI,011-ONI-SEC-03-P3,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-03,ONI,011-ONI-SEC-03-P4,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-SEC-04,ONI,011-ONI-SEC-04-P1,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-SEC-04,ONI,011-ONI-SEC-04-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-04,ONI,011-ONI-SEC-04-P3,ONI Dark Planet,Dark Planet,ONI,17
011-ONI-SEC-04,ONI,011-ONI-SEC-04-P4,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-CORE-03,ONI,011-ONI-CORE-03-P1,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-CORE-03,ONI,011-ONI-CORE-03-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-CORE-03,ONI,011-ONI-CORE-03-P3,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-CORE-03,ONI,011-ONI-CORE-03-P4,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-CORE-03,ONI,011-ONI-CORE-03-P5,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-CORE-03,ONI,011-ONI-CORE-03-P6,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-CORE-04,ONI,011-ONI-CORE-04-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-CORE-04,ONI,011-ONI-CORE-04-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-CORE-04,ONI,011-ONI-CORE-04-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-CORE-04,ONI,011-ONI-CORE-04-P4,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-CORE-04,ONI,011-ONI-CORE-04-P5,ONI Volcanic Planet,Volcanic Planet,ONI,16
011-ONI-CORE-04,ONI,011-ONI-CORE-04-P6,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-SEC-05,ONI,011-ONI-SEC-05-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-05,ONI,011-ONI-SEC-05-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
011-ONI-SEC-05,ONI,011-ONI-SEC-05-P3,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-06,ONI,011-ONI-SEC-06-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-SEC-06,ONI,011-ONI-SEC-06-P2,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-SEC-06,ONI,011-ONI-SEC-06-P3,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-06,ONI,011-ONI-SEC-06-P4,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-SEC-07,ONI,011-ONI-SEC-07-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-07,ONI,011-ONI-SEC-07-P2,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-SEC-07,ONI,011-ONI-SEC-07-P3,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-07,ONI,011-ONI-SEC-07-P4,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-SEC-08,ONI,011-ONI-SEC-08-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-SEC-08,ONI,011-ONI-SEC-08-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-SEC-08,ONI,011-ONI-SEC-08-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
011-ONI-SEC-09,ONI,011-ONI-SEC-09-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-SEC-09,ONI,011-ONI-SEC-09-P2,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-SEC-09,ONI,011-ONI-SEC-09-P3,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-SEC-09,ONI,011-ONI-SEC-09-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
011-ONI-CORE-05,ONI,011-ONI-CORE-05-P1,ONI Ice Giant,Ice Giant,ONI,15
011-ONI-CORE-05,ONI,011-ONI-CORE-05-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-CORE-05,ONI,011-ONI-CORE-05-P3,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-CORE-05,ONI,011-ONI-CORE-05-P4,ONI Ice Giant,Ice Giant,ONI,15
011-ONI-CORE-05,ONI,011-ONI-CORE-05-P5,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-CORE-06,ONI,011-ONI-CORE-06-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
011-ONI-CORE-06,ONI,011-ONI-CORE-06-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
011-ONI-CORE-06,ONI,011-ONI-CORE-06-P3,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-CORE-06,ONI,011-ONI-CORE-06-P4,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-CORE-06,ONI,011-ONI-CORE-06-P5,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-CORE-07,ONI,011-ONI-CORE-07-P1,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-CORE-07,ONI,011-ONI-CORE-07-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
011-ONI-CORE-07,ONI,011-ONI-CORE-07-P3,ONI Barren Planet,Barren Planet,ONI,12
011-ONI-CORE-07,ONI,011-ONI-CORE-07-P4,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-CORE-07,ONI,011-ONI-CORE-07-P5,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
011-ONI-CORE-07,ONI,011-ONI-CORE-07-P6,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-01,ONI,017-ONI-CORE-01-P1,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-CORE-01,ONI,017-ONI-CORE-01-P2,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-CORE-01,ONI,017-ONI-CORE-01-P3,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-01,ONI,017-ONI-CORE-01-P4,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-CORE-02,ONI,017-ONI-CORE-02-P1,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-CORE-02,ONI,017-ONI-CORE-02-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-CORE-02,ONI,017-ONI-CORE-02-P3,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-02,ONI,017-ONI-CORE-02-P4,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
017-ONI-CORE-02,ONI,017-ONI-CORE-02-P5,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-03,ONI,017-ONI-CORE-03-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-CORE-03,ONI,017-ONI-CORE-03-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
017-ONI-CORE-03,ONI,017-ONI-CORE-03-P3,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-03,ONI,017-ONI-CORE-03-P4,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-03,ONI,017-ONI-CORE-03-P5,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-03,ONI,017-ONI-CORE-03-P6,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
017-ONI-CORE-04,ONI,017-ONI-CORE-04-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-04,ONI,017-ONI-CORE-04-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-04,ONI,017-ONI-CORE-04-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-CORE-04,ONI,017-ONI-CORE-04-P4,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
017-ONI-CORE-04,ONI,017-ONI-CORE-04-P5,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-SEC-02,ONI,017-ONI-SEC-02-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-SEC-02,ONI,017-ONI-SEC-02-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-SEC-03,ONI,017-ONI-SEC-03-P1,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-SEC-03,ONI,017-ONI-SEC-03-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
017-ONI-SEC-03,ONI,017-ONI-SEC-03-P3,ONI Gas Giant,Gas Giant,ONI,9
017-ONI-SEC-03,ONI,017-ONI-SEC-03-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-SEC-04,ONI,017-ONI-SEC-04-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
017-ONI-SEC-04,ONI,017-ONI-SEC-04-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-SEC-04,ONI,017-ONI-SEC-04-P3,ONI Ice Giant,Ice Giant,ONI,15
017-ONI-CORE-05,ONI,017-ONI-CORE-05-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-CORE-05,ONI,017-ONI-CORE-05-P2,ONI Gas Giant,Gas Giant,ONI,9
017-ONI-CORE-05,ONI,017-ONI-CORE-05-P3,ONI Gas Giant,Gas Giant,ONI,9
017-ONI-CORE-05,ONI,017-ONI-CORE-05-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-SEC-05,ONI,017-ONI-SEC-05-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-SEC-05,ONI,017-ONI-SEC-05-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-SEC-05,ONI,017-ONI-SEC-05-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-SEC-06,ONI,017-ONI-SEC-06-P1,ONI Ice Giant,Ice Giant,ONI,15
017-ONI-SEC-06,ONI,017-ONI-SEC-06-P2,ONI Gas Giant,Gas Giant,ONI,9
017-ONI-CORE-06,ONI,017-ONI-CORE-06-P1,ONI Gas Giant,Gas Giant,ONI,9
017-ONI-CORE-06,ONI,017-ONI-CORE-06-P2,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-CORE-06,ONI,017-ONI-CORE-06-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-06,ONI,017-ONI-CORE-06-P4,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-06,ONI,017-ONI-CORE-06-P5,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-SEC-07,ONI,017-ONI-SEC-07-P1,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-SEC-07,ONI,017-ONI-SEC-07-P2,ONI Gas Giant,Gas Giant,ONI,9
017-ONI-SEC-08,ONI,017-ONI-SEC-08-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-SEC-08,ONI,017-ONI-SEC-08-P2,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-CORE-07,ONI,017-ONI-CORE-07-P1,ONI Ice Giant,Ice Giant,ONI,15
017-ONI-CORE-07,ONI,017-ONI-CORE-07-P2,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-CORE-07,ONI,017-ONI-CORE-07-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-07,ONI,017-ONI-CORE-07-P4,ONI Gas Giant,Gas Giant,ONI,9
017-ONI-CORE-07,ONI,017-ONI-CORE-07-P5,ONI Gas Giant,Gas Giant,ONI,9
017-ONI-CORE-07,ONI,017-ONI-CORE-07-P6,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
017-ONI-CORE-08,ONI,017-ONI-CORE-08-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-08,ONI,017-ONI-CORE-08-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-08,ONI,017-ONI-CORE-08-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-08,ONI,017-ONI-CORE-08-P4,ONI Oceanic Planet,Oceanic Planet,ONI,15
017-ONI-KING-01,ONI,017-ONI-KING-01-P1,ONI Ice Giant,Ice Giant,ONI,15
017-ONI-KING-01,ONI,017-ONI-KING-01-P2,ONI Dark Planet,Dark Planet,ONI,17
017-ONI-KING-01,ONI,017-ONI-KING-01-P3,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-KING-01,ONI,017-ONI-KING-01-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-KING-01,ONI,017-ONI-KING-01-P5,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-KING-01,ONI,017-ONI-KING-01-P6,ONI Dark Planet,Dark Planet,ONI,17
017-ONI-KING-01,ONI,017-ONI-KING-01-P7,ONI Dark Planet,Dark Planet,ONI,17
017-ONI-CORE-09,ONI,017-ONI-CORE-09-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-09,ONI,017-ONI-CORE-09-P2,ONI Ice Giant,Ice Giant,ONI,15
017-ONI-CORE-09,ONI,017-ONI-CORE-09-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
017-ONI-CORE-09,ONI,017-ONI-CORE-09-P4,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-CORE-09,ONI,017-ONI-CORE-09-P5,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-CORE-09,ONI,017-ONI-CORE-09-P6,ONI Ice Giant,Ice Giant,ONI,15
017-ONI-SEC-09,ONI,017-ONI-SEC-09-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
017-ONI-SEC-09,ONI,017-ONI-SEC-09-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-SEC-01,ONI,019-ONI-SEC-01-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-SEC-01,ONI,019-ONI-SEC-01-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-SEC-02,ONI,019-ONI-SEC-02-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-SEC-02,ONI,019-ONI-SEC-02-P2,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-SEC-02,ONI,019-ONI-SEC-02-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-SEC-03,ONI,019-ONI-SEC-03-P1,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-SEC-03,ONI,019-ONI-SEC-03-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-SEC-03,ONI,019-ONI-SEC-03-P3,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-SEC-03,ONI,019-ONI-SEC-03-P4,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-SEC-04,ONI,019-ONI-SEC-04-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-SEC-04,ONI,019-ONI-SEC-04-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-SEC-04,ONI,019-ONI-SEC-04-P3,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-SEC-04,ONI,019-ONI-SEC-04-P4,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-SEC-05,ONI,019-ONI-SEC-05-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-SEC-05,ONI,019-ONI-SEC-05-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-SEC-05,ONI,019-ONI-SEC-05-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-SEC-05,ONI,019-ONI-SEC-05-P4,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-SEC-06,ONI,019-ONI-SEC-06-P1,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-SEC-06,ONI,019-ONI-SEC-06-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
019-ONI-SEC-06,ONI,019-ONI-SEC-06-P3,ONI Dark Planet,Dark Planet,ONI,17
019-ONI-SEC-06,ONI,019-ONI-SEC-06-P4,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-CORE-01,ONI,019-ONI-CORE-01-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-CORE-01,ONI,019-ONI-CORE-01-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-CORE-01,ONI,019-ONI-CORE-01-P3,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-CORE-01,ONI,019-ONI-CORE-01-P4,ONI Ice Giant,Ice Giant,ONI,15
019-ONI-CORE-01,ONI,019-ONI-CORE-01-P5,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-CORE-02,ONI,019-ONI-CORE-02-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-CORE-02,ONI,019-ONI-CORE-02-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-CORE-02,ONI,019-ONI-CORE-02-P3,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-CORE-02,ONI,019-ONI-CORE-02-P4,ONI Ice Giant,Ice Giant,ONI,15
019-ONI-CORE-03,ONI,019-ONI-CORE-03-P1,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-CORE-03,ONI,019-ONI-CORE-03-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-CORE-03,ONI,019-ONI-CORE-03-P3,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-CORE-03,ONI,019-ONI-CORE-03-P4,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-CORE-04,ONI,019-ONI-CORE-04-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-CORE-04,ONI,019-ONI-CORE-04-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-CORE-04,ONI,019-ONI-CORE-04-P3,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-CORE-04,ONI,019-ONI-CORE-04-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
019-ONI-CORE-04,ONI,019-ONI-CORE-04-P5,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-CORE-05,ONI,019-ONI-CORE-05-P1,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-CORE-05,ONI,019-ONI-CORE-05-P2,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-CORE-05,ONI,019-ONI-CORE-05-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
019-ONI-CORE-05,ONI,019-ONI-CORE-05-P4,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-CORE-05,ONI,019-ONI-CORE-05-P5,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-CORE-05,ONI,019-ONI-CORE-05-P6,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-SEC-07,ONI,019-ONI-SEC-07-P1,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-SEC-07,ONI,019-ONI-SEC-07-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-CORE-06,ONI,019-ONI-CORE-06-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
019-ONI-CORE-06,ONI,019-ONI-CORE-06-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-CORE-06,ONI,019-ONI-CORE-06-P3,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-CORE-06,ONI,019-ONI-CORE-06-P4,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-CORE-06,ONI,019-ONI-CORE-06-P5,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
019-ONI-SEC-08,ONI,019-ONI-SEC-08-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-SEC-08,ONI,019-ONI-SEC-08-P2,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-SEC-08,ONI,019-ONI-SEC-08-P3,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-SEC-09,ONI,019-ONI-SEC-09-P1,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-SEC-09,ONI,019-ONI-SEC-09-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
019-ONI-SEC-09,ONI,019-ONI-SEC-09-P3,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-SEC-09,ONI,019-ONI-SEC-09-P4,ONI Oceanic Planet,Oceanic Planet,ONI,15
019-ONI-SEC-10,ONI,019-ONI-SEC-10-P1,ONI Barren Planet,Barren Planet,ONI,12
019-ONI-SEC-10,ONI,019-ONI-SEC-10-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-CORE-01,ONI,018-ONI-CORE-01-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
018-ONI-CORE-01,ONI,018-ONI-CORE-01-P2,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-CORE-01,ONI,018-ONI-CORE-01-P3,ONI Barren Planet,Barren Planet,ONI,12
018-ONI-CORE-01,ONI,018-ONI-CORE-01-P4,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
018-ONI-CORE-01,ONI,018-ONI-CORE-01-P5,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
018-ONI-CORE-02,ONI,018-ONI-CORE-02-P1,ONI Gas Giant,Gas Giant,ONI,9
018-ONI-CORE-02,ONI,018-ONI-CORE-02-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
018-ONI-CORE-02,ONI,018-ONI-CORE-02-P3,ONI Barren Planet,Barren Planet,ONI,12
018-ONI-CORE-02,ONI,018-ONI-CORE-02-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-SEC-01,ONI,018-ONI-SEC-01-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-SEC-01,ONI,018-ONI-SEC-01-P2,ONI Gas Giant,Gas Giant,ONI,9
018-ONI-SEC-01,ONI,018-ONI-SEC-01-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-SEC-01,ONI,018-ONI-SEC-01-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-SEC-02,ONI,018-ONI-SEC-02-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-SEC-02,ONI,018-ONI-SEC-02-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
018-ONI-SEC-02,ONI,018-ONI-SEC-02-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
018-ONI-SEC-02,ONI,018-ONI-SEC-02-P4,ONI Barren Planet,Barren Planet,ONI,12
018-ONI-CORE-03,ONI,018-ONI-CORE-03-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
018-ONI-CORE-03,ONI,018-ONI-CORE-03-P2,ONI Gas Giant,Gas Giant,ONI,9
018-ONI-CORE-03,ONI,018-ONI-CORE-03-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
018-ONI-CORE-03,ONI,018-ONI-CORE-03-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-CORE-03,ONI,018-ONI-CORE-03-P5,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-CORE-03,ONI,018-ONI-CORE-03-P6,ONI Gas Giant,Gas Giant,ONI,9
018-ONI-CORE-04,ONI,018-ONI-CORE-04-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
018-ONI-CORE-04,ONI,018-ONI-CORE-04-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
018-ONI-CORE-04,ONI,018-ONI-CORE-04-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-CORE-04,ONI,018-ONI-CORE-04-P4,ONI System Asteroid Belt,Asteroid Belt,ONI,14
018-ONI-SEC-03,ONI,018-ONI-SEC-03-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
018-ONI-SEC-03,ONI,018-ONI-SEC-03-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
018-ONI-SEC-03,ONI,018-ONI-SEC-03-P3,ONI System Asteroid Belt,Asteroid Belt,ONI,14
018-ONI-CORE-05,ONI,018-ONI-CORE-05-P1,ONI Barren Planet,Barren Planet,ONI,12
018-ONI-CORE-05,ONI,018-ONI-CORE-05-P2,ONI Barren Planet,Barren Planet,ONI,12
018-ONI-CORE-05,ONI,018-ONI-CORE-05-P3,ONI System Asteroid Belt,Asteroid Belt,ONI,14
018-ONI-CORE-05,ONI,018-ONI-CORE-05-P4,ONI System Asteroid Belt,Asteroid Belt,ONI,14
018-ONI-SEC-04,ONI,018-ONI-SEC-04-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
018-ONI-SEC-04,ONI,018-ONI-SEC-04-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
018-ONI-SEC-04,ONI,018-ONI-SEC-04-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
018-ONI-SEC-04,ONI,018-ONI-SEC-04-P4,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
